243,Florida Atlantic University ,,FL,2,1,,,"1, financial",1964,28000,156.4,,,www.fau.edu/research/docs/forms/sponsoredprogs/conflict_of_interest.pdf,,Palm Beach,12099
244,Florida Christian College ,,FL,4,1,,1,0,1976,300,,,,,,Osceola,12097
245,Florida College ,,FL,4,1,,1,0,1946,476,11,,,,,Hillsborough,12057
246,Florida Gulf Coast University ,,FL,2,1,,0,1,1991,12024,57.1,,,www.fgcu.edu/cob/cobhandbook/documents/conflict_05.pdf,,Lee,12071
247,Florida Hospital College of Health Sciences ,,FL,4,1,,1,0,1992,2600,,,,,,Orange,12095
248,Florida Institute of Technology ,,FL,2,1,,1,1,1958,6400,32.8,,,www.fit.edu/research/documents/conflict.pdf,,Brevard,12009
249,Florida International University ,,FL,,,,0,1,1965,44010,138,,,http://docs.google.com/viewer?a=v&q=cache:Vt3SIp1LMp0J:academic.fiu.edu/academicbudget/www/Not%2520In-Unit%2520outsideactivity-7-15-07.doc+conflict+of+interest&hl=en&gl=us&pid=bl&srcid=ADGEESiJ-_KAIPx2PQzO6W_2kN81X9DK7M-65AnEqioH98CdW25jMHOuRhyeQ-X94myvjeQHYJC75a2nl2PxNCLIMI4w_dS2vlmVopUwKH2j8VNABB77p35CH1GKy4UHxSpdNqyvIQQC&sig=AHIEtbRTwdmwqozmwL_vKt17CRWP6gOKLw,,Miami-Dade,12086
250,Florida Memorial University ,,FL,3,1,,1,0,1879,1800,,,,,,Miami-Dade,12086
251,Florida National College ,,FL,,,don't think this is a real university...,,,,,,,,,,Miami-Dade,12086
252,Florida Southern College ,,FL,2,1,,1,0,1883,2426,51,,,,,Polk,12105
253,Florida State College at Jacksonville ,,FL,3,1,,0,1,1966,81370,32,,,www.fscj.edu/district/general-counsel/assets/documents/code-bus-ethics.pdf?catoid=21&navoid=2594,,Duval,12031
254,Florida State University ,,FL,1,1,,0,1,1851,40838,453,,,facultyhandbook.fsu.edu/section4.html,,Leon,12073
255,Fontbonne University ,,MO,3,1,,1,1,1921,3102,17.1,,,www.fontbonne.edu/upload/Fontbonne_PolicyManual2010_Vol_V.pdf,,St. Louis,29189
256,Fordham University ,,NY,1,1,,1,0,1841,14544,396,,,,,Bronx,36005
257,Forest Institute of Professional Psychology ,,MO,4,1,,1,0,,,,,,,,Greene,29077
258,Fort Hays State University ,,KS,4,1,,0,1,1902,11308,40.5,,,http://www.fhsu.edu/departments.aspx?id=12884907264&terms=conflict%20of%20interest,,Ellis,20051
259,Fort Lewis College ,,CO,3,1,,0,1,1911,3685,,,,www2.fortlewis.edu/Portals/71/Docs/exempt_staff_handbook.pdf,,La Plata,8067
260,Fort Valley State University ,,GA,4,1,,0,0,1895,3800,,,,,,Peach,13225
261,Framingham State University ,,MA,3,1,,0,1,1839,5903,,,,http://www.framingham.edu/human-resources/policies-contracts-and-state-and-federal-law/state-ethics-commission.html,,Middlesex,25017
262,Francis Marion University ,,SC,3,1,,0,0,1970,265,22,,,,,Florence,45041
263,Franciscan School of Theology ,,CA,4,1,,1,0,1854,69,,,,,,Alameda,6001
264,Franciscan University of Steubenville ,,OH,4,1,,1,1,1946,2500,27.9,,,www.franciscan.edu/HRForms/,,Jefferson,39081
265,Frank Lloyd Wright School of Architecture ,,AZ,3,1,,1,0,,,,,,,,0,0
266,Franklin & Marshall College ,,PA,2,1,,1,1,1787,2118,318,,,http://www.fandm.edu/humanresources/article/conflicts-of-interest-policy,,Lancaster,42071
267,Franklin College ,,IN,3,1,,1,1,1834,1047,66.7,,,http://www.franklincollege.edu/system/files/FranklinCollegeConflictofInterestStatement-BoardApproved2009.pdf,,Johnson,18081
268,Franklin Pierce University ,,NH,4,1,,1,1,1962,1500,,,,http://franklinpierce.edu/about/neasc/STANDARD ELEVEN.pdf,,Cheshire,33005
269,Franklin University ,,OH,3,1,,1,0,1902,7942,60,,,,,Franklin,39049
270,Franklin W. Olin College of Engineering ,,MA,1,1,,1,1,1997,306,328.7,,,http://www.olin.edu/about_olin/history/docs/personal_institutional_values.html,,Norfolk,25021
2139,Fred Hutchinson Cancer Research Center ,,,1,2,,,,,,,,,http://www.google.com/url?sa=t&source=web&cd=1&ved=0CBkQFjAA&url=http%3A%2F%2Fextranet.fhcrc.org%2FEN%2Fsections%2Fgeneral_counsel%2Fpolicies%2Finstitutional_confli.pdf&rct=j&q=Fred%20Hutchinson%20Cancer%20Research%20Center%20%20%20conflict%20of%20interest%20policy&ei=0OjqTYaAA8rDgQfpto3ZCQ&usg=AFQjCNEVN9eQbn6m-0zCoBkPZxhf-fCbHg&sig2=mCmRUnrYd2WgLlDDMEertw&cad=rja,,0,0
271,Free Will Baptist Bible College ,,TN,4,1,,1,2,1942,350,,,,,,0,0
272,Freed-Hardeman University ,,TN,3,1,,1,0,1869,1942,24.4,,,,,Shelby,47157
273,Fresno Pacific University ,,CA,4,1,,1,0,1944,1650,,,,,,Fresno,6019
274,Friends University ,,KS,,,"College of Business, Arts, Sciences and Education (CBASE), the College of Adult Professional Studies (CAPS), Graduate School ",1,1,1898,,,,,http://www.friends.edu/sites/default/files/pdf/ConflictofInterest_2010_09_07.pdf,,Sedgwick,20173
275,Frontier School of Midwifery & Family Nursing ,,KY,4,1,,1,,1939,900,,,,,,Leslie,21131
276,Frostburg State University ,,MD,4,1,"Business, Education, College of Arts and Sciences",0,1,1898,6100,,,,www.frostburg.edu/admin/policies/fsupolicy/1_005.pdf,,Allegany,24001
277,Fuller Theological Seminary ,,CA,4,1,"Theology, Psychology, Intercultural Studies",1,0,1947,4000,,,,,,Los Angeles,6037
278,Furman University ,,SC,1,1,,1,1,1826,3000,444,,,www.furman.edu/policies/view.htm?policy=369&name=861.2%20After%20Hour%20Jobs%20for%20Support%20Employees&arc=,,Greenville,45045
279,Future Generations Graduate School ,,WV,4,1,,1,0,2003,,,,,,,0,0
280,Gainesville State College ,,GA,4,1,,0,0,1964,4,9474,,,,,Oconee,13219
281,Gallaudet University ,,DC,3,1,,2,1,1864,2400,136.4,,,www.gallaudet.edu/af/Documents/af_conflict_of_interest_staff.pdf,,District of Columbia,11001
282,Gannon University ,,PA,2,1,"College of Engineering and Business,College of Engineering and Business, Morosky College of Health Professions and Sciences",1,1,1925,4238,28.8,,,http://www.gannon.edu/depts/hr/forms/Employment/For%20Applicants/ConflictsofInterestDisclosure.doc,,Erie,42049
283,Gardner-Webb University ,,NC,3,1,,1,2,1905,4300,40,,,,,Cleveland,37045
285,Geneva College ,,PA,3,1,,1,1,1848,1791,28.6,,,www.geneva.edu/page/studenthandbook,,Beaver,42007
286,George Fox University ,,OR,3,1,,1,1,1885,2140,16.1,,,www.georgefox.edu/offices/hr/Employee%20Handbook%202011.pdf,,Yamhill,41071
287,George Mason University ,,VA,4,1,,1,1,1957,35562,41.8,,,research.gmu.edu/conflict_of_interest.html,,Fairfax,51059
288,George Washington University ,,DC,4,1,"Columbian College of Arts and Sciences, School of Media and Public Affairs, School of Business, Elliott School of International Affairs, School of Public Health and Health Services, School of Engineering and Applied Sciences, George Washington University Graduate School of Political Management, Trachtenberg School of Public Policy and Public Administration, George Washington University Medical School, George Washington University Law School, Graduate School of Education & Human Development",1,1,1821,24531,1143,,,http://my.gwu.edu/files/policies/ConflictofInterestandcommitment.pdf,,District of Columbia,11001
289,Georgetown College ,,KY,2,1,,1,0,1829,1835,,,,,,Scott,21209
290,Georgetown University ,,DC,1,1,,1,1,1789,16437,1010,,,policies.georgetown.edu/conflictofinterest/,compliance.georgetown.edu/codeofethicalconduct/honestyintegrity/conflictsinterest/,District of Columbia,11001
291,Georgia College & State University ,,GA,4,1,,0,1,1889,6249,,,,www.gcsu.edu/legal/docs/GCSU_Conflicts_Policy__Final_.pdf,,Bibb,13021
292,Georgia Gwinnett College ,,GA,4,1,,0,1,2005,6200,,,,http://www.ggc.edu/ggc-life/about-student-affairs/Docs/2010-2011-Student-Handbook.pdf,,Gwinnett,13135
293,Georgia Institute of Technology ,,GA,1,,"College of Architecture, College of Computing, College of Engineering, Ivan Allen College of Liberal Arts, College of Management, College of Sciences",0,1,1885,20487,1438,,2,"http://www.academic.gatech.edu/handbook/general_institute_policies/38.3_conflict_of_interest,_consulting,_and_disclosure.htm",,Fulton,13121
294,Georgia Southern University ,,GA,,1,,0,1,1906,19086,31.7,,,academics.georgiasouthern.edu/provost/handbook/Sec400_404.html,,Bulloch,13031
295,Georgia Southwestern State University ,,GA,,1,"School of Computing and Mathematics, School of Nursing, School of Business Administration, College of Arts and Sciences, Rosalynn Carter Institute for Caregiving, School of Education",0,1,1906,3033,,,,http://gsw.edu/~activities/Judicial_Affairs/img/Appendix%20K--Student%20Grievance%20and%20Appeal%20Procedures%20for%20Non-Academic%20Issues.pdf,,Sumter,13261
296,Georgia State University ,,GA,,1,"    * Andrew Young School of Policy Studies, College of Arts and Sciences, College of Education, College of Health and Human Sciences, Georgia State University College of Law, J. Mack Robinson College of Business",0,1,1913,31533,87.4,,,www.gsu.edu/legal/36343.html,,Fulton,13121
297,Georgian Court University ,,NJ,,,,1,2,1908,3000,33,,,,,Ocean,34029
298,Gettysburg College ,,PA,2,1,,,,1832,2600,207,,,http://www.gettysburg.edu/about/offices/fa/financial_services/accounts_payable.dot,,Adams,42001
299,Glenville State College ,,WV,,1,,0,1,1872,1505,,,,www.glenville.edu/docs/hr_Faculty_Manual_2010.pdf,,Gilmer,54021
300,Global University ,,MO,,1,,1,0,,,,,,,,Greene,29077
301,Goddard College ,,VT,,1,,1,0,1863,803,,,,,,Washington,50023
302,Golden Gate Baptist Theological Seminary ,,CA,,,,1,0,,,,,,,,Marin,6041
303,Golden Gate University ,,CA,,1,,1,1,1901,5300,49.7,,,www.ggu.edu/faculty/resources/policies/attachment/Policies+as+approved+by+Board.pdf,,San Francisco,6075
304,Goldey-Beacom College ,,DE,,,,,,,,,,,,,New Castle,10003
305,Goldfarb School of Nursing at Barnes-Jewish College ,,MO,,,,,0,1902,,,,,,,St. Louis,29510
306,Gonzaga University ,,WA,,1,,1,1,1887,7638,,,,http://www.gonzaga.edu/campus-resources/offices-and-services-a-z/Human-Resources/Personnel-Policies-and-Procedures-Manual/Appendix/Appendix-5.asp,,Spokane,53063
307,Goodwin College ,,CT,,1,,1,1,2004,,,,,www.goodwin.edu/NEASC_2010/Evidence_List.pdf,,Hartford,9003
309,Gordon College ,,MA,,1,,1,1,1889,1648,27.1,,,www.gordon.edu/download.cfm?id=1575 ,,Essex,25009
308,Gordon College ,,GA,,1,,0,0,1852,5000,,,,,,Essex,25009
310,Gordon-Conwell Theological Seminary ,,MA,,1,,1,0,1969,2134,,,,,,Essex,25009
311,Goshen College ,,IN,,1,,1,0,1894,971,83.1,,,,,Elkhart,18039
312,Goucher College ,,MD,,1,,1,1,1885,2375,149.4,,,www.goucher.edu/documents/Legal/Conflict%20of%20Interest%20Policy%2012%2001%2008.pdf,,Baltimore,24005
313,Governors State University ,,IL,,,"College of Arts and Sciences, College of Business and Public Administration, College of Health and Human Services",0,0,1969,7775,,,,,,Will,17197
314,Grace Bible College ,,MI,,,,1,0,1945,173,0.4,,,,,Kent,26081
315,Grace College & Seminary ,,IN,,,,1,0,1948,1308,8.38,,,,,0,0
316,Grace University ,,NE,,1,,1,0,1943,100,,,,,,Douglas,31055
317,Graceland University ,,IA,,1,,1,0,1895,2351,37.2,,,,,Jackson,29095
318,Graduate Institute of Applied Linguistics ,,TX,,1,,1,0,1998,120,,,,,,Dallas,48113
1291,Graduate School & University Center,,NY,,,,,,,,,,,http://www.cuny.edu/research/compliance/CUNY_Conflict_of_Interest_Policy_approved_June2008.doc,,Wapello,19179
319,Graduate Theological Union ,,CA,,1,,1,0,1962,1300,,,,,,Alameda,6001
320,Grambling State University ,,LA,,1,,0,0,1901,5000,118.9,,,,,Lincoln,22061
321,Grand Canyon University ,,AZ,,1,,1,1,1949,25000,,,,http://www.gcu.edu/CON-Tuition-and-Financing/Consumer-Information/Student-Loan-Code-of-Conduct.php,,Maricopa,4013
322,Grand Valley State University ,,MI,,1,"    * F.E. Seidman College of Business, College of Community and Public Services, Colelge of Education, College of Liveral Arts and Sciences, Seymour and Esther Padnos College of Engineering and Computing, College of Health Professions, Kirkhof College of Nursing, Brooks College of Interdisciplinary Studies",0,1,1960,24541,60.7,,,www.gvsu.edu/purchasing/conflict-of-interest-43.htm,,Ottawa,26139
323,Grand View University ,,IA,,1,"Bachelors, Masters, College for Professional and Adult Learning",1,0,1896,2100,11.8,,,,,Polk,19153
324,Granite State College ,,NH,,1,,0,1,1972,500,,,,http://granite.edu/financial_aid/nasfaa_statement_of_ethical_principles/,,Merrimack,33013
325,Gratz College ,,PA,,1,,1,0,1895,,,,,,,Montgomery,42091
326,Great Basin College ,,NV,,1,,0,0,1967,3436,,,,,,Elko,32007
327,Great Lakes Christian College ,,MI,,1,,1,0,1949,260,,,,,,Eaton,26045
328,Green Mountain College ,,VT,,1,,1,0,1834,800,4,,,,,Rutland,50021
329,Greensboro College ,,NC,,1,,1,1,1838,1233,,,,www.greensborocollege.edu/staff/upload/staffhandbookJAN09.pdf,,Guilford,37081
330,Greenville College ,,IL,,1,,1,1,1892,1100,10.1,,,www.greenville.edu/.../Greenville_College_Student_Handbook_0910.pdf,,Bond,17005
331,Grinnell College ,,IA,,1,"Departments, Center for Prairie Studies, Center for the Humanities, Center for International Studies, Noun Program in Women's Studies, Peace Studies Program, Rosenfield Public Affairs Program, and the Donald L. Wilson Program in Enterprise and Leadership",1,1,1846,1688,1260,,,http://www.grinnell.edu/files/downloads/Conflict%20of%20Interest%20policy-campus.pdf,,Poweshiek,19157
332,Grove City College ,,PA,,1,,1,0,1876,2500,90.1,,,,,,0
770,Guayama Campus,,OH,,,,,,,,,,,,,San Juan,72127
333,Guilford College ,,NC,,1,,1,0,1837,134,2706,,,,,Guilford,37081
334,Gulf Coast Community College ,,FL,,1,,0,0,1957,5.3,6058,,,,,Gulf,12045
335,Gustavus Adolphus College ,,MN,,1,,1,1,1882,,83.9,,,https://gustavus.edu/facultybook/allcollegepolicies/#Anchor-Conflic-52357,,Nicollet,27103
336,Gwynedd Mercy College ,,PA,,1,,1,1,1948,2647,,,,http://www.gmc.edu/admissions/financialaid/student-lending-code-of-conduct.html,,Montgomery,42091
2396,H. Lee Moffitt Cancer Center & Research Institute,University of South Florida,FL,,"2,3",,0,2,1986,,,,,,,Hillsborough,12057
1401,Hamilton College ,,NY,,,,,,,,,,,http://www.hamilton.edu/human-resources/policies/conflicts-of-interest,,Oneida,36065
1402,Hamline University ,,MN,,,,,,,,,,,,,Ramsey,27123
1403,Hampden-Sydney College ,,VA,,,,,,,,,,,,,Prince Edward,51147
1404,Hampshire College ,,MA,,,,,,,,,,,,,Hampshire,25015
1405,Hampton University ,,VA,,,,,,,,,,,,,Hampton,51650
1406,Hannibal-Lagrange College ,,MO,,,,,,,,,,,,,Marion,29127
1407,Hanover College ,,IN,,,,,,,,,,,,,Jefferson,18077
1408,Hardin-Simmons University ,,TX,,,,,,,,,,,,,Taylor,48441
1409,Harding University ,,AR,,,,,,,,,,,,,White,5145
1410,Harrington College of Design ,,IL,,,,,,,,,,,,,Cook,17031
1411,Harris-Stowe State University ,,MO,,,,,,,,,,,,,St. Louis,29510
2294,Harte Research Institute for Gulf of Mexico Studies,"Texas A&M University, Corpus Christi",TX,,"2,3",,0,0,2000,,,,,,,Nueces,48355
1412,Hartford Seminary ,,CT,,,,,,,,,,,,,Hartford,9003
1413,Hartwick College ,,NY,,,,,,,,,,,,,Otsego,36077
2295,Harvard Ukrainian Research Institute,Harvard University,MA,,2,,1,0,1973,,,,,,,Middlesex,25017
1414,Harvard University ,,MA,1,,13 Different Divisions (,1,1,1636,21125,27400,,1,www.ogc.harvard.edu/documents/conflict_policy-senior_officials.doc,,Middlesex,25017
2120,Harvard-Smithsonian Center for Astrophysics,,,1,2,,,,,,,,,,,Middlesex,25017
2296,Harvard–Smithsonian Center for Astrophysics,"Smithsonian Institution, Harvard University",MA,,2,,1,0,1973,,,,,,,Middlesex,25017
1293,Harvey Mudd College,,CA,1,,,1,,1955,738,193.9 million,,,http://www.hmc.edu/about/administrativeoffices/hr1/hmconly/StaffConflictofInterestPolicy.pdf,,Los Angeles,6037
1415,Haskell Indian Nations University ,,KS,,,,,,,,,,,,,Douglas,20045
2297,Haskins Laboratories,,CT,,2,,1,1,1935,,,,,www.haskins.yale.edu/intranet/Handbook.pdf,,New Haven,9009
1416,Hastings College ,,NE,,,,,,,,,,,,,Adams,31001
2298,Hatfield Marine Science Center,Oregon State University,OR,,"2,3",,0,0,1965,,,,,,,Benton,41003
2299,Hauptman-Woodward Medical Research Institute,Buffalo-Niagara Medical Campus,NY,,2,,1,0,1956,,,,,,,Erie,36029
1417,Haverford College in Pennsylvania ,,PA,1,,,1,1,1833,1190,336.1,68.72,,http://www.haverford.edu/provost/faculty_resources/financial_conflict_of_interest_policy.php,,Montgomery,42091
1418,Hawaii Pacific University ,,HI,,,,,,,,,,,,,Honolulu,15003
1419,Hazelden Graduate School of Addiction Studies ,,MN,,,,,,,,,,,,,0,0
1420,Hebrew College ,,MA,,,,,,,,,,,,,Middlesex,25017
1421,Hebrew Theological College ,,IL,,,,,,,,,,,,,Cook,17031
1422,Hebrew Union College–Jewish Institute of Religion ,,CA/OH/NY,,,,,,,,,,,,,Hamilton,39061
1423,Heidelberg College ,,OH,,,,,,,,,,,,,,0
2300,Helen Wills Neuroscience Institute,"University of California, Berkeley",CA,,"2,3",,0,2,1999,,,,,,,Alameda,6001
1424,Hellenic College/Holy Cross Greek Orthodox School of Theology ,,MA,,,,,,,,,,,,,Suffolk,25025
1425,Henderson State University ,,AR,,,,,,,,,,,,,Clark,5019
1426,Hendrix College ,,AR,,,,,,,,,,,,,Faulkner,5045
2301,Henry A. Wallace Beltsville Agricultural Research Center,USDA Agricultural Research Service,MD,,"2,3",,0,1,,,,,,http://www.ars.usda.gov/Business/docs.htm?docid=9255,,0,0
2302,Henry Foundation for Botanical Research,,PA,,2,,1,0,1948,,,,,,,0,0
2111,Henry J Kaiser Family Foundation ,,,1,2,,,,,,,,,,,0,0
1427,Heritage University ,,WA,,,,,,,,,,,,,Yakima,53077
1428,Herzing University ,,WI,,,,,,,,,,,,,Orange,12095
1429,Hesser College ,,NH,,,,,,,,,,,,,Hillsborough,33011
2126,Hewlett Packard Labs ,Hewlett Packard,,1,2,,1,,,,,,,,http://www.hp.com/hpinfo/globalcitizenship/csr/sbcbrochure.pdf,Fulton,13121
1430,High Point University ,,NC,,,,,,,,,,,,,Guilford,37081
2303,Higher Education Research Institute,"University of California, Los Angeles",CA,,"2,3",,0,2,1996,,,,,,,Los Angeles,6037
1431,Hilbert College ,,NY,,,,,,,,,,,,,Erie,36029
1432,Hillsdale College ,,MI,,,,,,,,,,,,,St. Louis,29189
1433,Hiram College ,,OH,,,,,,,,,,,,,Portage,39133
1434,Hobart and William Smith Colleges ,,NY,,,,,,,,,,,,,Ontario,36069
1435,Hobe Sound Bible College ,,FL,,,,,,,,,,,,,Martin,12085
1436,Hodges University ,,FL,,,,,,,,,,,,,Lee,12071
1437,Hofstra University ,,NY,,,,,,,,,,,,,Nassau,36059
1438,Hollins University ,,VA,,,,,,,,,,,,,Roanoke,51161
1439,Holy Apostles College & Seminary ,,CT,,,,,,,,,,,,,Middlesex,9007
1440,Holy Cross College ,,IN,,,,,,,,,,,,,St. Joseph,18141
1441,Holy Family University ,,PA,,,,,,,,,,,,,Philadelphia,42101
1442,Holy Names University ,,CA,,,,,,,,,,,,,Alameda,6001
2304,Honolulu Zoo,,,,,,,,,,,,,,,Honolulu,15003
1443,Hood College ,,MD,,,,,,,,,,,,,Frederick,24021
1444,Hope College ,,MI,,,,,,,,,,,,,Ottawa,26139
1445,Hope International University ,,CA,,,,,,,,,,,,,Orange,6059
1446,Houghton College ,,NY,,,,,,,,,,,,,Allegany,36003
2305,House Ear Institute,,CA,,2,,1,2,1946,,,,,,,Los Angeles,6037
1447,Houston Baptist University ,,TX,,,,,,,,,,,,,Harris,48201
2306,Howard Hughes Medical Institute,,MD,,2,,1,1,1953,,,,,www.hhmi.org/about/research/sc_200.pdf,,San Francisco,6075
1448,Howard Payne University ,,TX,,,,,,,,,,,,,Brown,48049
1449,Howard University ,,DC,2,,,,,,,,,,,,District of Columbia,11001
1450,Hult International Business School ,,MA,,,,,,,,,,,,,Middlesex,25017
1451,Humboldt State University ,,CA,,,,,,,,,,,,,Humboldt,6023
1452,Humphreys College ,,CA,,,,,,,,,,,,,San Joaquin,6077
1291,Hunter College,,NY,,,,,,,,,,,http://www.cuny.edu/research/compliance/CUNY_Conflict_of_Interest_Policy_approved_June2008.doc,,New York,36061
1453,Huntingdon College ,,AL,,,,,,,,,,,,,Montgomery,1101
1454,Huntington University ,,IN,,,,,,,,,,,,,Huntington,18069
2307,Huntsman Cancer Institute,University of Utah,UT,,"2,3",,0,0,1995,,,,,,,Salt Lake,49035
1455,Husson University ,,ME,,,,,,,,,,,,,Penobscot,23019
1456,Huston-Tillotson University ,,TX,,,,,,,,,,,,,Travis,48453
2308,IBM New York Scientific Center,Defunct,,,,,,,,,,,,,,0,0
337,Idaho State University ,,ID,,1,"Undergraduate, Graduate, Medical School",0,1,1963,15553,17,,,www.isu.edu/policy/fs-handbook/appendix/app_g.pdf,,Bannock,16005
338,Iliff School of Theology ,,CO,,1,,1,0,1892,325,,,,,,Denver,8031
339,Illinois College ,,IL,,1,,1,"1, financial aid",1829,1000,108.6,,,http://www.ic.edu/default.aspx?RelID=614157&issearch=conflict%20of%20interest,,Morgan,17137
340,Illinois College of Optometry ,,IL,,1,,1,0,1872,616,,,,,,Cook,17031
341,Illinois Institute of Art–Chicago ,,IL,,1,,1,0,1916,3500,,,,,,Cook,17031
342,Illinois Institute of Art–Schaumburg ,,IL,,1,,1,0,1916,3500,,,,,,Cook,17031
343,Illinois Institute of Technology ,,IL,,1,"Armour College of Engineering, College of Science and Letters, College of Architecture, Chicago-Kent College of Law, Institute of Design, Institute of Psychology, School of Applied Technology, Stuart School of Business",1,1,1948,338.1,7707,,,www.iit.edu/general_counsel/policies/pdfs/policies_complete.pdf,,Cook,17031
344,Illinois State University ,,IL,,1,,0,,1857,20857,60.6,,,policy.illinoisstate.edu/fiscal/7-1-1.shtml,policy.illinoisstate.edu/fiscal/7-1-1.shtml,McLean,17113
345,Illinois Wesleyan University ,,IL,,1,"College of Liberal Arts, College of Fine Arts, School of Nursing",1,1,1850,2094,151.1,,,www.iwu.edu/finaid/loans/images/code_of_conduct.pdf,,McLean,17113
346,Immaculata College ,,PA,,,"College of Undergraduate Studies, College of LifeLong Learning, College of Graduate Studies",1,0,1920,,,,,,,Chester,42029
347,Indian River State College ,,FL,,,,0,0,1959,33000,,,,,,St. Lucie,12111
348,Indiana Institute of Technology ,,IN,,,"    * College of Business, College of Engineering and Computer Sciences, College of General Studies, College of Professional Studies",1,0,1930,4500,28.1,,,,,Allen,18003
349,Indiana State University ,,IN,,,,0,1,1865,11494,75,,,www.indstate.edu/finaid/docs/code-of-conduct.pdf,http://www.indstate.edu/osp/Forms/Forms/Investigator Significant Financial Disclosure Policy.doc,Vigo,18167
360,Indiana University of Pennsylvania ,,PA,,1,"College of Education and Educational Technology, College of Fine Arts, College of Health and Human Services, School of Graduate Studies and Research, College of Humanities and Social Sciences, College of Natural Sciences and Mathematics, School of Continuing Education",0,1,1875,14673,34.1,,,www.iup.edu/page.aspx?id=8577 - 41k - 2010-03-24,,Indiana,42063
356,Indiana University System ,,IN,,1,,0,1,1820,109445,,,,researchadmin.iu.edu/COI/coi_home.html ,innovate.indiana.edu/iurtc/policies/conflict-interest.shtml ,Howard,18067
350,Indiana University–Bloomington ,,IN,,1,,0,1,1820,42464,1370,,2,innovate.indiana.edu/iurtc/policies/conflict-interest.shtml,www.indiana.edu/~uhrs/policies/uwide/coi.htm,Monroe,18105
351,Indiana University–East ,,IN,,1,,0,1,1971,2459,0.3,,2,www.iue.edu/organizations/senate/documents/Policies/documents/ResponsibilitiesandPrivileges110215.docx ,,Wayne,18177
352,Indiana University–Kokomo ,,IN,,1,,0,1,1945,2447,7,,,www.iuk.edu/student_services/financial_aid/financial_aid_information%20/code_of_conduct.html ,,Howard,18067
353,Indiana University–Northwest ,,IN,,1,,0,1,1963,5560,7.7,,researchadmin.iu.edu/COI/coi_home.html ,innovate.indiana.edu/iurtc/policies/conflict-interest.shtml,,Lake,18089
354,Indiana University–South Bend ,,IN,,1,,0,1,1916,8394,25.6,,,www.iusb.edu/~sbres/research/coi.htm,,St. Joseph,18141
355,Indiana University–Southeast ,,IN,,1,,0,1,1941,6840,14.8,,,http://www.ius.edu/AcadAffairs/conflictpolicy.cfm,,Floyd,18043
357,Indiana University/Purdue University at Columbus ,,IN,,1,"Division of Business, Division of Education, Division of Liberal Arts, Division of Technology, Division of Nursing, Division of Science, Division of University College, Purdue University College of Technology, Medical School",0,1,1970,2000,,,1,medicine.iu.edu/resources/conflict-of-interest-policy-at-iusm/,www.indiana.edu/~uhrs/policies/uwide/coi.htm,Bartholomew,18005
358,Indiana University/Purdue University at Fort Wayne ,,IN,,1,"College of Arts and Sciences, Richard T. Doermer School of Business, School of Education, College of Engineering, Technology, and Computer Science, College of Health and Human Services, College of Visual and Performing Arts, Division of Continuing Studies, Division of Labor Studies, Division of Public and Environmental Affairs",0,1,1964,14192,25,,1,http://www.purdue.edu/policies/pages/human_resources/c_39_print.html,,Allen,18003
359,Indiana University/Purdue University at Indianapolis ,,IN,,1,"IU Herron School of Art and Design, IU Kelley School of Business, IU School of Dentistry, IU School of Education, IU School of Health and Rehabilitation Sciences, IU School of Informatics, IU School of Journalism, IU School of Law – Indianapolis, IU School of Liberal Arts, IU School of Library and Information Science, IU School of Medicine, IU School of Music, IU School of Nursing, IU School of Physical Education and Tourism Management, IU School of Public and Environmental Affairs, IU School of Social Work",0,1,1969,37461,601,,1,", www.iupui.edu/~fcouncil/documents/conflict_interest.htm , kelley.iupui.edu/faculty/conflict.cfm",innovate.indiana.edu/iurtc/policies/conflict-interest.shtml,Marion,18097
361,Indiana Wesleyan University ,,IN,,1,,1,0,1920,15345,45,,,,,Grant,18053
2107,Information Science Institute University of Southern California ,University of Southern California,,1,2,,,,,,,,,,,Los Angeles,6037
2309,Information Sciences Institute,University of Southern California,CA,,2,,1,1,1972,,,,,http://www2.isi.edu/services/isi-hr/hr/hr-other_resources/hr-isi_practices_and_procedures/hr-isi_practices_and_procedures_content.htm,,Los Angeles,6037
2310,Institute for Advanced Study,,NJ,,2,,1,1,1933,,,,,http://www.admin.ias.edu/policies/conflicts_of_interests.php,,Mercer,34021
2311,Institute for Advanced Technology in the Humanities,University of Virginia,VA,,2,,1,0,1992,,,,,,,Albemarle,51003
2312,Institute for Astronomy,University of Hawaii,HI,,"2,3",,0,2,1967,,,,,,,Hawaii,15001
362,Institute for Clinical Social Work ,,IL,,1,,1,1,1981,90,,,,www.icsw.edu/_resources/ICSW%20Student%20Manual%202010-2011.pdf,,Delaware,42045
2314,Institute for Computational and Experimental Research in Mathematics,Brown University,RI,,2,,1,0,2010,,,,,,,Providence,44007
2315,Institute for Contemporary Studies,,CA,,2,,1,0,1974,,,,,,,0,0
2316,Institute for Defense Analyses,,VA,,"2,3",,0,2,1956,,,,,,,0,0
2319,Institute for Global Innovation Management,Northeastern University,MA,,2,,1,0,2002,,,,,,,Suffolk,25025
2320,"Institute for Law, Science and Global Security",Georgetown University,"Washington, D.C.",,2,,1,0,2009,,,,,,,District of Columbia,11001
2321,Institute for Mathematics and its Applications,University of Minnesota,MN,,"2,3",,0,1,1982,,,,,,www.policy.umn.edu/Policies/Operations/Compliance/CONFLICTINTEREST.html ,Hennepin,27053
